"ensembl_gene_id","external_gene_name"
"635","ENSMUSG00000020326","Ccng1"
"636","ENSMUSG00000020333","Acsl6"
"637","ENSMUSG00000020340","Cyfip2"
"638","ENSMUSG00000020362","Cnot6"
"639","ENSMUSG00000020368","Canx"
"640","ENSMUSG00000020385","Clk4"
"641","ENSMUSG00000020389","Cdkl3"
"642","ENSMUSG00000020392","Cdkn2aipnl"
"643","ENSMUSG00000020412","Ascc2"
"644","ENSMUSG00000020423","Btg2"
"645","ENSMUSG00000020424","Castor1"
"646","ENSMUSG00000020431","Adcy1"
"647","ENSMUSG00000020440","Arf5"
"648","ENSMUSG00000020454","Eif4enif1"
"649","ENSMUSG00000020457","Drg1"
"650","ENSMUSG00000020461","Clhc1"
"651","ENSMUSG00000020462","Cfap36"
"652","ENSMUSG00000020467","Efemp1"
"653","ENSMUSG00000020473","Aebp1"
"654","ENSMUSG00000020476","Dbnl"
"655","ENSMUSG00000020482","Ccdc117"
"656","ENSMUSG00000020483","Dynll2"
"657","ENSMUSG00000020490","Btnl10"
"658","ENSMUSG00000020515","Cnot8"
"659","ENSMUSG00000020532","Acaca"
"660","ENSMUSG00000020537","Drg2"
"661","ENSMUSG00000020544","Cox11"
"662","ENSMUSG00000020547","Bzw2"
"663","ENSMUSG00000020549","Elac2"
"664","ENSMUSG00000020562","Efcab10"
"665","ENSMUSG00000020564","Atxn7l1"
"666","ENSMUSG00000020566","Atp6v1c2"
"667","ENSMUSG00000020581","Agr2"
"668","ENSMUSG00000020604","Arsg"
"669","ENSMUSG00000020609","Apob"
"670","ENSMUSG00000020610","Amz2"
"671","ENSMUSG00000020620","Abca8b"
"672","ENSMUSG00000020629","Adi1"
"673","ENSMUSG00000020633","Dcdc2c"
"674","ENSMUSG00000020638","Cmpk2"
"675","ENSMUSG00000020648","Dus4l"
"676","ENSMUSG00000020650","Bcap29"
"677","ENSMUSG00000020652","Cenpo"
"678","ENSMUSG00000020654","Adcy3"
"679","ENSMUSG00000020657","Dnajc27"
"680","ENSMUSG00000020658","Efr3b"
"681","ENSMUSG00000020659","Cbll1"
"682","ENSMUSG00000020661","Dnmt3a"
"683","ENSMUSG00000020664","Dld"
"684","ENSMUSG00000020676","Ccl11"
"685","ENSMUSG00000020677","Ddx52"
"686","ENSMUSG00000020681","Ace"
"687","ENSMUSG00000020687","Cdc27"
"688","ENSMUSG00000020690","Efcab3"
"689","ENSMUSG00000020698","Cct6b"
"690","ENSMUSG00000020702","Ccl1"
"691","ENSMUSG00000020704","Asic2"
"692","ENSMUSG00000020705","Ddx42"
"693","ENSMUSG00000020709","Adap2"
"694","ENSMUSG00000020719","Ddx5"
"695","ENSMUSG00000020722","Cacng1"
"696","ENSMUSG00000020723","Cacng4"
"697","ENSMUSG00000020728","Cep112"
"698","ENSMUSG00000020741","Cluh"
"699","ENSMUSG00000020774","Aspa"
"700","ENSMUSG00000020777","Acox1"
"701","ENSMUSG00000020785","Camkk1"
"702","ENSMUSG00000020788","Atp2a3"
"703","ENSMUSG00000020790","Ankfy1"
"704","ENSMUSG00000020804","Aanat"
"705","ENSMUSG00000020810","Cygb"
"706","ENSMUSG00000020834","Dhrs13"
"707","ENSMUSG00000020836","Coro6"
"708","ENSMUSG00000020840","Blmh"
"709","ENSMUSG00000020841","Cpd"
"710","ENSMUSG00000020848","Doc2b"
"711","ENSMUSG00000020864","Ankrd40"
"712","ENSMUSG00000020865","Abcc3"
"713","ENSMUSG00000020866","Cacna1g"
"714","ENSMUSG00000020870","Cdc34b"
"715","ENSMUSG00000020871","Dlx4"
"716","ENSMUSG00000020882","Cacnb1"
"717","ENSMUSG00000020884","Asgr1"
"718","ENSMUSG00000020886","Dlg4"
"719","ENSMUSG00000020888","Dvl2"
"720","ENSMUSG00000020891","Alox8"
"721","ENSMUSG00000020892","Aloxe3"
"722","ENSMUSG00000020897","Aurkb"
"723","ENSMUSG00000020898","Ctc1"
"724","ENSMUSG00000020904","Cfap52"
"725","ENSMUSG00000020910","Adprm"
"726","ENSMUSG00000020917","Acly"
"727","ENSMUSG00000020925","Ccdc43"
"728","ENSMUSG00000020926","Adam11"
"729","ENSMUSG00000020929","Eftud2"
"730","ENSMUSG00000020930","Ccdc103"
"731","ENSMUSG00000020935","Dcakd"
"732","ENSMUSG00000020940","Efcab15"
"733","ENSMUSG00000020953","Coch"
"734","ENSMUSG00000020955","Ap4s1"
"735","ENSMUSG00000020956","Dtd2"
"736","ENSMUSG00000020973","Dnaaf2"
"737","ENSMUSG00000020990","Cdkl1"
"738","ENSMUSG00000021037","Ahsa1"
"739","ENSMUSG00000021044","Adck1"
"740","ENSMUSG00000021057","Akap5"
"741","ENSMUSG00000021066","Atl1"
"742","ENSMUSG00000021070","Bdkrb2"
"743","ENSMUSG00000021076","Actr10"
"744","ENSMUSG00000021094","Dhrs7"
"745","ENSMUSG00000021097","Clmn"
"746","ENSMUSG00000021114","Atp6v1d"
"747","ENSMUSG00000021116","Eif2s1"
"748","ENSMUSG00000021125","Arg2"
"749","ENSMUSG00000021175","Cdca7l"
"750","ENSMUSG00000021176","Efcab11"
"751","ENSMUSG00000021182","Ccdc88c"
"752","ENSMUSG00000021185","Dglucy"
"753","ENSMUSG00000021189","Atxn3"
"754","ENSMUSG00000021194","Chga"
"755","ENSMUSG00000021200","Asb2"
"756","ENSMUSG00000021207","Akr1c21"
"757","ENSMUSG00000021210","Akr1c6"
"758","ENSMUSG00000021211","Akr1c12"
"759","ENSMUSG00000021213","Akr1c13"
"760","ENSMUSG00000021214","Akr1c18"
"761","ENSMUSG00000021221","Dpf3"
"762","ENSMUSG00000021222","Dcaf4"
"763","ENSMUSG00000021226","Acot2"
"764","ENSMUSG00000021228","Acot3"
"765","ENSMUSG00000021235","Coq6"
"766","ENSMUSG00000021236","Entpd5"
"767","ENSMUSG00000021238","Aldh6a1"
"768","ENSMUSG00000021240","Abcd4"
"769","ENSMUSG00000021257","Angel1"
"770","ENSMUSG00000021258","Ccnk"
"771","ENSMUSG00000021259","Cyp46a1"
"772","ENSMUSG00000021263","Degs2"
"773","ENSMUSG00000021276","Cinp"
"774","ENSMUSG00000021278","Amn"
"775","ENSMUSG00000021279","Cdc42bpb"
"776","ENSMUSG00000021282","Eif5"
"777","ENSMUSG00000021290","Atp5mpl"
"778","ENSMUSG00000021314","Amph"
"779","ENSMUSG00000021322","Aoah"
"780","ENSMUSG00000021338","Carmil1"
"781","ENSMUSG00000021364","Elovl2"
"782","ENSMUSG00000021367","Edn1"
"783","ENSMUSG00000021373","Cap2"
"784","ENSMUSG00000021377","Dek"
"785","ENSMUSG00000021381","Barx1"
"786","ENSMUSG00000021388","Aspn"
"787","ENSMUSG00000021391","Cenpp"
"788","ENSMUSG00000021416","Eci3"
"789","ENSMUSG00000021417","Eci2"
"790","ENSMUSG00000021439","Ctsq"
"791","ENSMUSG00000021458","Aopep"
"792","ENSMUSG00000021460","Auh"
"793","ENSMUSG00000021477","Ctsl"
"794","ENSMUSG00000021478","Drd1"
"795","ENSMUSG00000021483","Cdk20"
"796","ENSMUSG00000021494","Ddx41"
"797","ENSMUSG00000021499","Catsper3"
"798","ENSMUSG00000021500","Ddx46"
"799","ENSMUSG00000021501","Caml"
"800","ENSMUSG00000021504","B4galt7"
"801","ENSMUSG00000021508","Cxcl14"
"802","ENSMUSG00000021536","Adcy2"
"803","ENSMUSG00000021537","Cetn3"
"804","ENSMUSG00000021548","Ccnh"
"805","ENSMUSG00000021557","Agtpbp1"
"806","ENSMUSG00000021559","Dapk1"
"807","ENSMUSG00000021572","Cep72"
"808","ENSMUSG00000021575","Ahrr"
"809","ENSMUSG00000021578","Ccdc127"
"810","ENSMUSG00000021585","Cast"
"811","ENSMUSG00000021592","Arsk"
"812","ENSMUSG00000021610","Clptm1l"
"813","ENSMUSG00000021619","Atg10"
"814","ENSMUSG00000021620","Acot12"
"815","ENSMUSG00000021624","Cd180"
"816","ENSMUSG00000021660","Btf3"
"817","ENSMUSG00000021661","Ankra2"
"818","ENSMUSG00000021662","Arhgef28"
"819","ENSMUSG00000021669","Cert1"
"820","ENSMUSG00000021681","Aggf1"
"821","ENSMUSG00000021686","Ap3b1"
"822","ENSMUSG00000021692","Dimt1"
"823","ENSMUSG00000021696","Elovl7"
"824","ENSMUSG00000021697","Depdc1b"
"825","ENSMUSG00000021707","Dhfr"
"826","ENSMUSG00000021714","Cenpk"
"827","ENSMUSG00000021715","Cwc27"
"828","ENSMUSG00000021728","Emb"
"829","ENSMUSG00000021738","Atxn7"
"830","ENSMUSG00000021751","Acox2"
"831","ENSMUSG00000021758","Ddx4"
"832","ENSMUSG00000021763","Cspg4b"
"833","ENSMUSG00000021768","Dusp13"
"834","ENSMUSG00000021773","Comtd1"
"835","ENSMUSG00000021782","Dlg5"
"836","ENSMUSG00000021791","Dydc2"
"837","ENSMUSG00000021796","Bmpr1a"
"838","ENSMUSG00000021803","Cdhr1"
"839","ENSMUSG00000021810","Ecd"
"840","ENSMUSG00000021811","Dnajc9"
"841","ENSMUSG00000021814","Anxa7"
"842","ENSMUSG00000021820","Camk2g"
"843","ENSMUSG00000021824","Ap3m1"
"844","ENSMUSG00000021835","Bmp4"
"845","ENSMUSG00000021850","ccdc198"
"846","ENSMUSG00000021866","Anxa11"
"847","ENSMUSG00000021877","Arf4"
"848","ENSMUSG00000021879","Dnah12"
"849","ENSMUSG00000021890","Eaf1"
"850","ENSMUSG00000021893","Capn7"
"851","ENSMUSG00000021895","Arhgef3"
"852","ENSMUSG00000021898","Asb14"
"853","ENSMUSG00000021900","Btd"
"854","ENSMUSG00000021901","Bap1"
"855","ENSMUSG00000021905","Dph3"
"856","ENSMUSG00000021928","Ebpl"
"857","ENSMUSG00000021939","Ctsb"
"858","ENSMUSG00000021947","Cryl1"
"859","ENSMUSG00000021950","Anxa8"
"860","ENSMUSG00000021951","Eef1akmt1"
"861","ENSMUSG00000021962","Dcp1a"
"862","ENSMUSG00000021981","Cab39l"
"863","ENSMUSG00000021982","Cdadc1"
"864","ENSMUSG00000021983","Atp8a2"
"865","ENSMUSG00000021986","Amer2"
"866","ENSMUSG00000021991","Cacna2d3"
"867","ENSMUSG00000021999","Cpb2"
"868","ENSMUSG00000022012","Enox1"
"869","ENSMUSG00000022013","Dnajc15"
"870","ENSMUSG00000022016","Akap11"
"871","ENSMUSG00000022021","Diaph3"
"872","ENSMUSG00000022025","Cnmd"
"873","ENSMUSG00000022031","Elp3"
"874","ENSMUSG00000022035","Ccdc25"
"875","ENSMUSG00000022037","Clu"
"876","ENSMUSG00000022039","Adam2"
"877","ENSMUSG00000022041","Chrna2"
"878","ENSMUSG00000022048","Dpysl2"
"879","ENSMUSG00000022051","Bnip3l"
"880","ENSMUSG00000022053","Ebf2"
"881","ENSMUSG00000022056","Adam7"
"882","ENSMUSG00000022057","Adamdec1"
"883","ENSMUSG00000022070","Bora"
"884","ENSMUSG00000022089","Bin3"
"885","ENSMUSG00000022098","Bmp1"
"886","ENSMUSG00000022099","Dmtn"
"887","ENSMUSG00000022102","Dok2"
"888","ENSMUSG00000022122","Ednrb"
"889","ENSMUSG00000022125","Cln5"
"890","ENSMUSG00000022126","Acod1"
"891","ENSMUSG00000022129","Dct"
"892","ENSMUSG00000022132","Cldn10"
"893","ENSMUSG00000022136","Dnajc3"
"894","ENSMUSG00000022149","C9"
"895","ENSMUSG00000022150","Dab2"
"896","ENSMUSG00000022174","Dad1"
"897","ENSMUSG00000022178","Ajuba"
"898","ENSMUSG00000022181","C6"
"899","ENSMUSG00000022185","Acin1"
"900","ENSMUSG00000022191","Drosha"
"901","ENSMUSG00000022203","Efs"
"902","ENSMUSG00000022209","Dhrs2"
"903","ENSMUSG00000022210","Dhrs4"
"904","ENSMUSG00000022211","Carmil3"
"905","ENSMUSG00000022212","Cpne6"
"906","ENSMUSG00000022214","Dcaf11"
"907","ENSMUSG00000022217","Emc9"
"908","ENSMUSG00000022219","Cideb"
"909","ENSMUSG00000022220","Adcy4"
"910","ENSMUSG00000022225","Cma1"
"911","ENSMUSG00000022229","Atp12a"
"912","ENSMUSG00000022234","Cct5"
"913","ENSMUSG00000022235","Cmbl"
"914","ENSMUSG00000022237","Ankrd33b"
"915","ENSMUSG00000022240","Ctnnd2"
"916","ENSMUSG00000022244","Amacr"
"917","ENSMUSG00000022247","Brix1"
"918","ENSMUSG00000022262","Dnah5"
"919","ENSMUSG00000022265","Ank"
"920","ENSMUSG00000022295","Atp6v1c1"
"921","ENSMUSG00000022296","Baalc"
"922","ENSMUSG00000022300","Dcaf13"
"923","ENSMUSG00000022303","Dcstamp"
"924","ENSMUSG00000022304","Dpys"
"925","ENSMUSG00000022309","Angpt1"
"926","ENSMUSG00000022311","Csmd3"
"927","ENSMUSG00000022312","Eif3h"
"928","ENSMUSG00000022321","Cdh10"
"929","ENSMUSG00000022336","Eif3e"
"930","ENSMUSG00000022337","Emc2"
"931","ENSMUSG00000022338","Eny2"
"932","ENSMUSG00000022339","Ebag9"
"933","ENSMUSG00000022347","A1bg"
"934","ENSMUSG00000022360","Atad2"
"935","ENSMUSG00000022365","Derl1"
"936","ENSMUSG00000022371","Col14a1"
"937","ENSMUSG00000022376","Adcy8"
"938","ENSMUSG00000022377","Asap1"
"939","ENSMUSG00000022387","Brd1"
"940","ENSMUSG00000022407","Adsl"
"941","ENSMUSG00000022416","Cacna1i"
"942","ENSMUSG00000022419","Deptor"
"943","ENSMUSG00000022420","Dnal4"
"944","ENSMUSG00000022422","Dscc1"
"945","ENSMUSG00000022425","Enpp2"
"946","ENSMUSG00000022428","Cby1"
"947","ENSMUSG00000022429","Dmc1"
"948","ENSMUSG00000022433","Csnk1e"
"949","ENSMUSG00000022440","C1qtnf6"
"950","ENSMUSG00000022445","Cyp2d26"
"951","ENSMUSG00000022449","Adamts20"
"952","ENSMUSG00000022468","Endou"
"953","ENSMUSG00000022472","Desi1"
"954","ENSMUSG00000022477","Aco2"
"955","ENSMUSG00000022504","Ciita"
"956","ENSMUSG00000022505","Emp2"
"957","ENSMUSG00000022508","Bcl6"
"958","ENSMUSG00000022512","Cldn1"
"959","ENSMUSG00000022515","Anks3"
"960","ENSMUSG00000022521","Crebbp"
"961","ENSMUSG00000022533","Atp13a3"
"962","ENSMUSG00000022544","Eef2kmt"
"963","ENSMUSG00000022548","Apod"
"964","ENSMUSG00000022550","Adck5"
"965","ENSMUSG00000022551","Cyc1"
"966","ENSMUSG00000022555","Dgat1"
"967","ENSMUSG00000022557","Bop1"
"968","ENSMUSG00000022602","Arc"
"969","ENSMUSG00000022604","Cep97"
"970","ENSMUSG00000022617","Chkb"
"971","ENSMUSG00000022620","Arsa"
"972","ENSMUSG00000022622","Acr"
"973","ENSMUSG00000022636","Alcam"
"974","ENSMUSG00000022637","Cblb"
"975","ENSMUSG00000022639","Dubr"
"976","ENSMUSG00000022641","Bbx"
"977","ENSMUSG00000022657","Cd96"
"978","ENSMUSG00000022661","Cd200"
"979","ENSMUSG00000022663","Atg3"
"980","ENSMUSG00000022665","Ccdc80"
"981","ENSMUSG00000022667","Cd200r1"
"982","ENSMUSG00000022684","Bfar"
"983","ENSMUSG00000022686","B3gnt5"
"984","ENSMUSG00000022687","Boc"
"985","ENSMUSG00000022701","Ccdc191"
"986","ENSMUSG00000022718","Dgcr8"
"987","ENSMUSG00000022722","Arl6"
"988","ENSMUSG00000022723","Crybg3"
"989","ENSMUSG00000022742","Cpox"
"990","ENSMUSG00000022744","Cldnd1"
"991","ENSMUSG00000022748","Cmss1"
"992","ENSMUSG00000022755","Adgrg7"
"993","ENSMUSG00000022763","Aifm3"
"994","ENSMUSG00000022768","Ccdc116"
"995","ENSMUSG00000022770","Dlg1"
"996","ENSMUSG00000022789","Dnm1l"
"997","ENSMUSG00000022793","B4galt4"
"998","ENSMUSG00000022799","Arhgap31"
"999","ENSMUSG00000022818","Cyp2ab1"
"1000","ENSMUSG00000022822","Abcc5"
"1001","ENSMUSG00000022833","Ccdc14"
"1002","ENSMUSG00000022838","Eaf2"
"1003","ENSMUSG00000022840","Adcy5"
"1004","ENSMUSG00000022841","Ap2m1"
"1005","ENSMUSG00000022842","Ece2"
"1006","ENSMUSG00000022843","Clcn2"
"1007","ENSMUSG00000022853","Ehhadh"
"1008","ENSMUSG00000022860","Chodl"
"1009","ENSMUSG00000022861","Dgkg"
"1010","ENSMUSG00000022863","Btg3"
"1011","ENSMUSG00000022864","D16Ertd472e"
"1012","ENSMUSG00000022865","Cxadr"
"1013","ENSMUSG00000022868","Ahsg"
"1014","ENSMUSG00000022878","Adipoq"
"1015","ENSMUSG00000022884","Eif4a2"
"1016","ENSMUSG00000022890","Atp5j"
"1017","ENSMUSG00000022892","App"
"1018","ENSMUSG00000022893","Adamts1"
"1019","ENSMUSG00000022894","Adamts5"
"1020","ENSMUSG00000022897","Dyrk1a"
"1021","ENSMUSG00000022901","Cd86"
"1022","ENSMUSG00000022911","Arl13b"
"1023","ENSMUSG00000022914","Brwd1"
"1024","ENSMUSG00000022945","Chaf1b"
"1025","ENSMUSG00000022946","Dop1b"
"1026","ENSMUSG00000022947","Cbr3"
"1027","ENSMUSG00000022949","Clic6"
"1028","ENSMUSG00000022956","Atp5o"
"1029","ENSMUSG00000022960","Donson"
"1030","ENSMUSG00000022972","Cfap298"
"1031","ENSMUSG00000022994","Adcy6"
"1032","ENSMUSG00000022995","Enah"
"1033","ENSMUSG00000023000","Dhh"
"1034","ENSMUSG00000023017","Asic1"
"1035","ENSMUSG00000023020","Cox14"
"1036","ENSMUSG00000023021","Cers5"
"1037","ENSMUSG00000023026","Dip2b"
"1038","ENSMUSG00000023027","Atf1"
"1039","ENSMUSG00000023031","Cela1"
"1040","ENSMUSG00000023044","Csad"
"1041","ENSMUSG00000023047","Amhr2"
"1042","ENSMUSG00000023055","Calcoco1"
"1043","ENSMUSG00000023067","Cdkn1a"
"1044","ENSMUSG00000023072","Cep89"
"1045","ENSMUSG00000023075","Akirin1"
"1046","ENSMUSG00000023078","Cxcl13"
"1047","ENSMUSG00000023088","Abcc1"
"1048","ENSMUSG00000023106","Denr"
"1049","ENSMUSG00000023175","Bsg"
"1050","ENSMUSG00000023176","Cpn2"
"1051","ENSMUSG00000023216","Epb42"
"1052","ENSMUSG00000023235","Ccl25"
"1053","ENSMUSG00000023262","Acy1"
"1054","ENSMUSG00000023272","Creld2"
"1055","ENSMUSG00000023274","Cd4"
"1056","ENSMUSG00000023279","Bmp15"
"1057","ENSMUSG00000023328","Ache"
"1058","ENSMUSG00000023330","Dtwd1"
"1059","ENSMUSG00000023349","Clec4n"
"1060","ENSMUSG00000023353","Agap3"
"1061","ENSMUSG00000023433","Cela3b"
"1062","ENSMUSG00000023473","Celsr3"
"1063","ENSMUSG00000023505","Cdca3"
"1064","ENSMUSG00000023571","C1qtnf12"
"1065","ENSMUSG00000023572","Ccndbp1"
"1066","ENSMUSG00000023827","Agpat4"
"1067","ENSMUSG00000023832","Acat2"
"1068","ENSMUSG00000023852","Chd1"
"1069","ENSMUSG00000023906","Cldn6"
"1070","ENSMUSG00000023918","Adgrf4"
"1071","ENSMUSG00000023919","Cenpq"
"1072","ENSMUSG00000023930","Crisp2"
"1073","ENSMUSG00000023931","Efhb"
"1074","ENSMUSG00000023932","Cdc5l"
"1075","ENSMUSG00000023938","Aars2"
"1076","ENSMUSG00000023959","Clic5"
"1077","ENSMUSG00000023960","Enpp5"
"1078","ENSMUSG00000023961","Enpp4"
"1079","ENSMUSG00000023963","Cyp39a1"
"1080","ENSMUSG00000023964","Calcr"
"1081","ENSMUSG00000023968","Crip3"
"1082","ENSMUSG00000023973","Cnpy3"
"1083","ENSMUSG00000023988","Bysl"
"1084","ENSMUSG00000024002","Brd4"
"1085","ENSMUSG00000024008","Cpne5"
"1086","ENSMUSG00000024018","Ccdc167"
"1087","ENSMUSG00000024019","Cmtr1"
"1088","ENSMUSG00000024030","Abcg1"
"1089","ENSMUSG00000024039","Cbs"
"1090","ENSMUSG00000024041","Cryaa"
"1091","ENSMUSG00000024043","Arhgap28"
"1092","ENSMUSG00000024044","Epb41l3"
"1093","ENSMUSG00000024045","Akap8"
"1094","ENSMUSG00000024053","Emilin2"
"1095","ENSMUSG00000024055","Cyp4f13"
"1096","ENSMUSG00000024059","Clip4"
"1097","ENSMUSG00000024065","Ehd3"
"1098","ENSMUSG00000024067","Dpy30"
"1099","ENSMUSG00000024073","Birc6"
"1100","ENSMUSG00000024074","Crim1"
"1101","ENSMUSG00000024079","Eif2ak2"
"1102","ENSMUSG00000024081","Cebpz"
"1103","ENSMUSG00000024087","Cyp1b1"
"1104","ENSMUSG00000024112","Cacna1h"
"1105","ENSMUSG00000024121","Atp6v0c"
"1106","ENSMUSG00000024130","Abca3"
"1107","ENSMUSG00000024132","Eci1"
"1108","ENSMUSG00000024136","Dnase1l2"
"1109","ENSMUSG00000024137","E4f1"
"1110","ENSMUSG00000024140","Epas1"
"1111","ENSMUSG00000024146","Cript"
"1112","ENSMUSG00000024164","C3"
"1113","ENSMUSG00000024182","Axin1"
"1114","ENSMUSG00000024190","Dusp1"
"1115","ENSMUSG00000024191","Bnip1"
"1116","ENSMUSG00000024194","Cuta"
"1117","ENSMUSG00000024207","Acsbg2"
"1118","ENSMUSG00000024209","Acsbg3"
"1119","ENSMUSG00000024219","Anks1"
"1120","ENSMUSG00000024225","Clps"
"1121","ENSMUSG00000024231","Cul2"
"1122","ENSMUSG00000024232","Bambi"
"1123","ENSMUSG00000024248","Cox7a2l"
"1124","ENSMUSG00000024253","Dync2li1"
"1125","ENSMUSG00000024254","Abcg8"
"1126","ENSMUSG00000024256","Adcyap1"
"1127","ENSMUSG00000024268","Celf4"
"1128","ENSMUSG00000024271","Elp2"
"1129","ENSMUSG00000024286","Ccny"
"1130","ENSMUSG00000024292","Cyp4f14"
"1131","ENSMUSG00000024295","Cyp4f41-ps"
"1132","ENSMUSG00000024299","Adamts10"
"1133","ENSMUSG00000024302","Dtna"
"1134","ENSMUSG00000024304","Cdh2"
"1135","ENSMUSG00000024330","Col11a2"
"1136","ENSMUSG00000024331","Dsc2"
"1137","ENSMUSG00000024335","Brd2"
"1138","ENSMUSG00000024340","Btnl2"
"1139","ENSMUSG00000024350","Dnajc18"
"1140","ENSMUSG00000024365","Cyp21a1"
"1141","ENSMUSG00000024370","Cdc23"
"1142","ENSMUSG00000024371","C2"
"1143","ENSMUSG00000024376","Epb41l4a"
"1144","ENSMUSG00000024381","Bin1"
"1145","ENSMUSG00000024387","Csnk2b"
"1146","ENSMUSG00000024391","Apom"
"1147","ENSMUSG00000024392","Bag6"
"1148","ENSMUSG00000024397","Aif1"
"1149","ENSMUSG00000024403","Atp6v1g2"
"1150","ENSMUSG00000024411","Aqp4"
"1151","ENSMUSG00000024422","Dhx16"
"1152","ENSMUSG00000024426","Atat1"
"1153","ENSMUSG00000024430","Cabyr"
"1154","ENSMUSG00000024442","Dele1"
"1155","ENSMUSG00000024451","Arap3"
"1156","ENSMUSG00000024456","Diaph1"
"1157","ENSMUSG00000024472","Dcp2"
"1158","ENSMUSG00000024480","Ap3s1"
"1159","ENSMUSG00000024483","Ankhd1"
"1160","ENSMUSG00000024501","Dpysl3"
"1161","ENSMUSG00000024505","Dtwd2"
"1162","ENSMUSG00000024519","Cplx4"
"1163","ENSMUSG00000024526","Cidea"
"1164","ENSMUSG00000024527","Afg3l2"
"1165","ENSMUSG00000024542","Cep192"
"1166","ENSMUSG00000024560","Cxxc1"
"1167","ENSMUSG00000024566","Atp9b"
"1168","ENSMUSG00000024576","Csnk1a1"
"1169","ENSMUSG00000024603","Dctn4"
"1170","ENSMUSG00000024610","Cd74"
"1171","ENSMUSG00000024617","Camk2a"
"1172","ENSMUSG00000024619","Cdx1"
"1173","ENSMUSG00000024621","Csf1r"
"1174","ENSMUSG00000024644","Cndp2"
"1175","ENSMUSG00000024646","Cyb5a"
"1176","ENSMUSG00000024647","Cbln2"
"1177","ENSMUSG00000024654","Asrgl1"
"1178","ENSMUSG00000024659","Anxa1"
"1179","ENSMUSG00000024669","Cd5"
"1180","ENSMUSG00000024670","Cd6"
"1181","ENSMUSG00000024682","Cblif"
"1182","ENSMUSG00000024726","Carnmt1"
"1183","ENSMUSG00000024732","Ccdc86"
"1184","ENSMUSG00000024740","Ddb1"
"1185","ENSMUSG00000024747","Aldh1a7"
"1186","ENSMUSG00000024754","Cemip2"
"1187","ENSMUSG00000024759","Atl3"
"1188","ENSMUSG00000024769","Cdc42bpg"
"1189","ENSMUSG00000024772","Ehd1"
"1190","ENSMUSG00000024773","Atg2a"
"1191","ENSMUSG00000024774","Ankrd22"
"1192","ENSMUSG00000024780","Cdc37l1"
"1193","ENSMUSG00000024782","Ak3"
"1194","ENSMUSG00000024791","Cdca5"
"1195","ENSMUSG00000024803","Ankrd1"
"1196","ENSMUSG00000024826","Dpf2"
"1197","ENSMUSG00000024835","Coro1b"
"1198","ENSMUSG00000024841","Eif1ad"
"1199","ENSMUSG00000024842","Cabp4"
"1200","ENSMUSG00000024843","Chka"
"1201","ENSMUSG00000024844","Banf1"
"1202","ENSMUSG00000024846","Cst6"
"1203","ENSMUSG00000024847","Aip"
"1204","ENSMUSG00000024856","Cdk2ap2"
"1205","ENSMUSG00000024857","Cabp2"
"1206","ENSMUSG00000024866","Acy3"
"1207","ENSMUSG00000024868","Dkk1"
"1208","ENSMUSG00000024871","Doc2g"
"1209","ENSMUSG00000024873","Cnih2"
"1210","ENSMUSG00000024878","Cbwd1"
"1211","ENSMUSG00000024885","Aldh3b1"
"1212","ENSMUSG00000024887","Asah2"
"1213","ENSMUSG00000024897","Apba1"
"1214","ENSMUSG00000024900","Cpt1a"
"1215","ENSMUSG00000024909","Efemp2"
"1216","ENSMUSG00000024910","Ctsw"
"1217","ENSMUSG00000024914","Drap1"
"1218","ENSMUSG00000024937","Ehbp1l1"
"1219","ENSMUSG00000024942","Capn1"
"1220","ENSMUSG00000024944","Arl2"
"1221","ENSMUSG00000024959","Bad"
"1222","ENSMUSG00000024963","Dnajc4"
"1223","ENSMUSG00000024981","Acsl5"
"1224","ENSMUSG00000024987","Cyp26a1"
"1225","ENSMUSG00000024989","Cep55"
"1226","ENSMUSG00000024991","Eif3a"
"1227","ENSMUSG00000025002","Cyp2c55"
"1228","ENSMUSG00000025003","Cyp2c39"
"1229","ENSMUSG00000025004","Cyp2c40"
"1230","ENSMUSG00000025007","Aldh18a1"
"1231","ENSMUSG00000025010","Ccnj"
"1232","ENSMUSG00000025014","Dntt"
"1233","ENSMUSG00000025026","Add3"
"1234","ENSMUSG00000025035","Arl3"
"1235","ENSMUSG00000025038","Efhc2"
"1236","ENSMUSG00000025064","Col17a1"
"1237","ENSMUSG00000025076","Casp7"
"1238","ENSMUSG00000025077","Dclre1a"
"1239","ENSMUSG00000025083","Afap1l2"
"1240","ENSMUSG00000025085","Ablim1"
"1241","ENSMUSG00000025103","Btbd1"
"1242","ENSMUSG00000025105","Bnc1"
"1243","ENSMUSG00000025128","Bhlhe22"
"1244","ENSMUSG00000025132","Arhgdia"
"1245","ENSMUSG00000025134","Alyref"
"1246","ENSMUSG00000025135","Anapc11"
"1247","ENSMUSG00000025142","Aspscr1"
"1248","ENSMUSG00000025144","Cenpx"
"1249","ENSMUSG00000025150","Cbr2"
"1250","ENSMUSG00000025154","Arhgap19"
"1251","ENSMUSG00000025155","Dus1l"
"1252","ENSMUSG00000025162","Csnk1d"
"1253","ENSMUSG00000025163","Cd7"
"1254","ENSMUSG00000025172","Ankrd2"
"1255","ENSMUSG00000025189","Cnnm1"
"1256","ENSMUSG00000025192","Entpd7"
"1257","ENSMUSG00000025193","Cutc"
"1258","ENSMUSG00000025194","Abcc2"
"1259","ENSMUSG00000025195","Dnmbp"
